user_id,total_behaviors,pv_count,fav_count,cart_count,buy_count,last_event_date,first_event_date,active_days,recency_days,frequency,R_score,F_score,A_score,user_segment
141949,21,19.0,2.0,0.0,0.0,2017-12-03,2017-11-26,5,0,0.0,4,1,1,一般发展用户
141960,279,269.0,1.0,9.0,0.0,2017-12-03,2017-11-25,9,0,0.0,4,1,5,高活跃低转化用户
141967,219,209.0,0.0,7.0,3.0,2017-12-03,2017-11-25,9,0,3.0,4,4,5,核心高价值用户
141985,45,39.0,0.0,6.0,0.0,2017-12-03,2017-11-28,4,0,0.0,4,1,1,一般发展用户
141998,84,75.0,0.0,1.0,8.0,2017-12-02,2017-11-25,8,1,8.0,1,5,3,重要召回用户
142003,216,208.0,6.0,2.0,0.0,2017-12-03,2017-11-25,8,0,0.0,4,1,3,一般发展用户
142008,39,35.0,0.0,1.0,3.0,2017-12-02,2017-11-25,7,1,3.0,1,4,3,重要召回用户
142009,84,76.0,0.0,4.0,4.0,2017-12-02,2017-11-25,6,1,4.0,1,5,2,重要召回用户
142015,59,51.0,0.0,6.0,2.0,2017-12-03,2017-11-25,9,0,2.0,4,3,5,重要发展用户
142016,37,32.0,3.0,0.0,2.0,2017-12-03,2017-11-25,9,0,2.0,4,3,5,重要发展用户
142019,79,63.0,1.0,12.0,3.0,2017-12-03,2017-11-25,6,0,3.0,4,4,2,一般发展用户
142020,127,102.0,0.0,20.0,5.0,2017-12-03,2017-11-25,9,0,5.0,4,5,5,核心高价值用户
142022,85,72.0,3.0,9.0,1.0,2017-12-03,2017-11-25,8,0,1.0,4,2,3,一般发展用户
142023,33,29.0,0.0,4.0,0.0,2017-12-03,2017-11-27,7,0,0.0,4,1,3,一般发展用户
142026,150,125.0,24.0,0.0,1.0,2017-12-03,2017-11-25,9,0,1.0,4,2,5,高活跃低转化用户
142027,150,149.0,0.0,1.0,0.0,2017-12-03,2017-11-25,9,0,0.0,4,1,5,高活跃低转化用户
142037,18,16.0,0.0,0.0,2.0,2017-12-03,2017-11-30,4,0,2.0,4,3,1,一般发展用户
142042,11,10.0,0.0,0.0,1.0,2017-12-03,2017-11-25,5,0,1.0,4,2,1,一般发展用户
142046,13,12.0,0.0,0.0,1.0,2017-12-03,2017-11-28,5,0,1.0,4,2,1,一般发展用户
142050,163,159.0,0.0,2.0,2.0,2017-12-03,2017-11-25,9,0,2.0,4,3,5,重要发展用户
142057,290,277.0,7.0,2.0,4.0,2017-12-03,2017-11-25,9,0,4.0,4,5,5,核心高价值用户
142058,45,45.0,0.0,0.0,0.0,2017-12-03,2017-11-25,8,0,0.0,4,1,3,一般发展用户
142065,63,57.0,1.0,3.0,2.0,2017-12-03,2017-11-25,6,0,2.0,4,3,2,一般发展用户
142071,678,662.0,0.0,12.0,4.0,2017-12-03,2017-11-25,9,0,4.0,4,5,5,核心高价值用户
142081,93,85.0,0.0,4.0,4.0,2017-12-03,2017-11-26,8,0,4.0,4,5,3,重要发展用户
142092,120,102.0,0.0,12.0,6.0,2017-12-03,2017-11-25,9,0,6.0,4,5,5,核心高价值用户
142095,27,24.0,0.0,1.0,2.0,2017-12-03,2017-11-25,4,0,2.0,4,3,1,一般发展用户
142096,100,90.0,4.0,4.0,2.0,2017-12-03,2017-11-25,9,0,2.0,4,3,5,重要发展用户
142102,38,37.0,1.0,0.0,0.0,2017-12-03,2017-11-25,7,0,0.0,4,1,3,一般发展用户
142107,206,190.0,1.0,12.0,3.0,2017-12-03,2017-11-25,9,0,3.0,4,4,5,核心高价值用户
142109,10,0.0,0.0,5.0,5.0,2017-12-03,2017-11-25,4,0,5.0,4,5,1,一般发展用户
142115,259,231.0,0.0,17.0,11.0,2017-12-03,2017-11-25,9,0,11.0,4,5,5,核心高价值用户
142120,202,177.0,22.0,1.0,2.0,2017-12-03,2017-11-25,9,0,2.0,4,3,5,重要发展用户
142126,83,69.0,0.0,9.0,5.0,2017-12-03,2017-11-25,7,0,5.0,4,5,3,重要发展用户
142128,77,75.0,0.0,0.0,2.0,2017-12-03,2017-11-26,6,0,2.0,4,3,2,一般发展用户
142132,120,112.0,8.0,0.0,0.0,2017-12-03,2017-11-26,6,0,0.0,4,1,2,一般发展用户
142136,25,20.0,1.0,4.0,0.0,2017-12-03,2017-11-28,5,0,0.0,4,1,1,一般发展用户
142140,41,35.0,0.0,3.0,3.0,2017-12-03,2017-11-25,8,0,3.0,4,4,3,重要发展用户
142141,263,245.0,0.0,16.0,2.0,2017-12-03,2017-11-25,8,0,2.0,4,3,3,重要发展用户
142143,20,17.0,0.0,3.0,0.0,2017-12-03,2017-11-25,5,0,0.0,4,1,1,一般发展用户
142147,69,64.0,0.0,3.0,2.0,2017-12-03,2017-11-25,6,0,2.0,4,3,2,一般发展用户
142154,34,32.0,0.0,2.0,0.0,2017-12-03,2017-11-29,5,0,0.0,4,1,1,一般发展用户
142159,25,20.0,0.0,4.0,1.0,2017-12-03,2017-11-28,4,0,1.0,4,2,1,一般发展用户
142163,263,228.0,2.0,30.0,3.0,2017-12-03,2017-11-25,9,0,3.0,4,4,5,核心高价值用户
142168,150,124.0,19.0,4.0,3.0,2017-12-03,2017-11-25,6,0,3.0,4,4,2,一般发展用户
142173,49,46.0,1.0,1.0,1.0,2017-12-03,2017-11-29,4,0,1.0,4,2,1,一般发展用户
142174,154,148.0,0.0,3.0,3.0,2017-12-03,2017-11-25,8,0,3.0,4,4,3,重要发展用户
142188,51,42.0,6.0,1.0,2.0,2017-12-03,2017-11-25,9,0,2.0,4,3,5,重要发展用户
142198,235,184.0,37.0,9.0,5.0,2017-12-03,2017-11-26,7,0,5.0,4,5,3,重要发展用户
142203,43,41.0,0.0,1.0,1.0,2017-12-03,2017-11-25,6,0,1.0,4,2,2,一般发展用户
142206,217,179.0,1.0,29.0,8.0,2017-12-03,2017-11-25,9,0,8.0,4,5,5,核心高价值用户
142213,220,204.0,14.0,0.0,2.0,2017-12-03,2017-11-25,9,0,2.0,4,3,5,重要发展用户
142219,23,23.0,0.0,0.0,0.0,2017-12-03,2017-11-28,5,0,0.0,4,1,1,一般发展用户
142229,113,103.0,0.0,6.0,4.0,2017-12-03,2017-11-26,8,0,4.0,4,5,3,重要发展用户
142236,308,279.0,25.0,0.0,4.0,2017-12-03,2017-11-25,9,0,4.0,4,5,5,核心高价值用户
142252,134,129.0,5.0,0.0,0.0,2017-12-03,2017-11-25,9,0,0.0,4,1,5,高活跃低转化用户
142255,62,48.0,9.0,1.0,4.0,2017-12-03,2017-11-27,6,0,4.0,4,5,2,一般发展用户
142258,29,23.0,0.0,6.0,0.0,2017-12-03,2017-11-26,5,0,0.0,4,1,1,一般发展用户
142259,76,66.0,0.0,3.0,7.0,2017-12-03,2017-11-25,8,0,7.0,4,5,3,重要发展用户
142262,390,332.0,50.0,1.0,7.0,2017-12-03,2017-11-25,9,0,7.0,4,5,5,核心高价值用户
142263,43,32.0,0.0,5.0,6.0,2017-12-03,2017-11-25,8,0,6.0,4,5,3,重要发展用户
142266,42,37.0,0.0,4.0,1.0,2017-12-03,2017-11-28,6,0,1.0,4,2,2,一般发展用户
142278,15,15.0,0.0,0.0,0.0,2017-12-03,2017-11-25,6,0,0.0,4,1,2,一般发展用户
142283,9,7.0,1.0,0.0,1.0,2017-12-03,2017-11-28,4,0,1.0,4,2,1,一般发展用户
142295,84,75.0,7.0,0.0,2.0,2017-12-03,2017-11-25,7,0,2.0,4,3,3,重要发展用户
142305,10,0.0,0.0,10.0,0.0,2017-12-03,2017-11-26,5,0,0.0,4,1,1,一般发展用户
142309,174,153.0,21.0,0.0,0.0,2017-12-03,2017-11-25,8,0,0.0,4,1,3,一般发展用户
142311,75,45.0,17.0,13.0,0.0,2017-12-03,2017-11-25,9,0,0.0,4,1,5,高活跃低转化用户
142312,24,22.0,0.0,2.0,0.0,2017-12-03,2017-11-25,6,0,0.0,4,1,2,一般发展用户
142322,65,54.0,0.0,9.0,2.0,2017-12-03,2017-11-25,7,0,2.0,4,3,3,重要发展用户
142328,49,49.0,0.0,0.0,0.0,2017-12-03,2017-11-25,9,0,0.0,4,1,5,高活跃低转化用户
142333,34,25.0,8.0,1.0,0.0,2017-12-03,2017-11-26,6,0,0.0,4,1,2,一般发展用户
142336,146,122.0,20.0,2.0,2.0,2017-12-03,2017-11-25,7,0,2.0,4,3,3,重要发展用户
142338,85,77.0,8.0,0.0,0.0,2017-12-03,2017-11-25,7,0,0.0,4,1,3,一般发展用户
142346,47,40.0,0.0,6.0,1.0,2017-12-03,2017-11-25,6,0,1.0,4,2,2,一般发展用户
142347,51,44.0,5.0,0.0,2.0,2017-12-03,2017-11-25,6,0,2.0,4,3,2,一般发展用户
142353,9,6.0,0.0,2.0,1.0,2017-12-03,2017-11-25,6,0,1.0,4,2,2,一般发展用户
142354,50,48.0,0.0,1.0,1.0,2017-12-03,2017-11-27,5,0,1.0,4,2,1,一般发展用户
142357,33,29.0,0.0,0.0,4.0,2017-12-03,2017-11-27,5,0,4.0,4,5,1,一般发展用户
142363,141,129.0,5.0,6.0,1.0,2017-12-03,2017-11-25,9,0,1.0,4,2,5,高活跃低转化用户
142366,106,99.0,2.0,4.0,1.0,2017-12-03,2017-11-25,9,0,1.0,4,2,5,高活跃低转化用户
142373,56,48.0,1.0,5.0,2.0,2017-12-03,2017-11-27,5,0,2.0,4,3,1,一般发展用户
142380,41,41.0,0.0,0.0,0.0,2017-12-03,2017-11-25,7,0,0.0,4,1,3,一般发展用户
142391,54,42.0,0.0,11.0,1.0,2017-12-03,2017-11-25,8,0,1.0,4,2,3,一般发展用户
142393,41,38.0,0.0,2.0,1.0,2017-12-03,2017-11-26,5,0,1.0,4,2,1,一般发展用户
142394,28,24.0,0.0,2.0,2.0,2017-12-03,2017-11-27,5,0,2.0,4,3,1,一般发展用户
142399,163,140.0,18.0,4.0,1.0,2017-12-03,2017-11-25,9,0,1.0,4,2,5,高活跃低转化用户
142403,35,32.0,0.0,1.0,2.0,2017-12-03,2017-11-25,5,0,2.0,4,3,1,一般发展用户
142404,54,46.0,8.0,0.0,0.0,2017-12-03,2017-11-26,7,0,0.0,4,1,3,一般发展用户
142407,143,120.0,21.0,1.0,1.0,2017-12-03,2017-11-25,8,0,1.0,4,2,3,一般发展用户
142413,68,57.0,0.0,9.0,2.0,2017-12-03,2017-11-25,9,0,2.0,4,3,5,重要发展用户
142430,48,47.0,0.0,0.0,1.0,2017-12-03,2017-11-25,7,0,1.0,4,2,3,一般发展用户
142436,25,22.0,2.0,0.0,1.0,2017-12-03,2017-11-25,5,0,1.0,4,2,1,一般发展用户
142442,35,33.0,0.0,2.0,0.0,2017-12-03,2017-11-28,4,0,0.0,4,1,1,一般发展用户
142446,17,17.0,0.0,0.0,0.0,2017-12-03,2017-11-25,5,0,0.0,4,1,1,一般发展用户
142448,34,31.0,2.0,0.0,1.0,2017-12-03,2017-11-25,7,0,1.0,4,2,3,一般发展用户
142452,27,21.0,2.0,0.0,4.0,2017-12-03,2017-11-25,4,0,4.0,4,5,1,一般发展用户
142458,94,66.0,0.0,21.0,7.0,2017-12-03,2017-11-28,6,0,7.0,4,5,2,一般发展用户
142460,49,49.0,0.0,0.0,0.0,2017-12-03,2017-11-26,8,0,0.0,4,1,3,一般发展用户
142461,177,158.0,5.0,6.0,8.0,2017-12-03,2017-11-25,9,0,8.0,4,5,5,核心高价值用户
142477,18,13.0,0.0,5.0,0.0,2017-12-03,2017-11-26,7,0,0.0,4,1,3,一般发展用户
142488,129,122.0,4.0,2.0,1.0,2017-12-03,2017-11-25,9,0,1.0,4,2,5,高活跃低转化用户
142489,62,56.0,0.0,4.0,2.0,2017-12-03,2017-11-25,8,0,2.0,4,3,3,重要发展用户
142504,49,48.0,0.0,1.0,0.0,2017-12-03,2017-11-26,6,0,0.0,4,1,2,一般发展用户
142515,222,209.0,9.0,0.0,4.0,2017-12-03,2017-11-25,9,0,4.0,4,5,5,核心高价值用户
142516,259,236.0,0.0,18.0,5.0,2017-12-03,2017-11-25,9,0,5.0,4,5,5,核心高价值用户
142524,88,52.0,32.0,1.0,3.0,2017-12-03,2017-11-25,9,0,3.0,4,4,5,核心高价值用户
142529,137,129.0,0.0,8.0,0.0,2017-12-03,2017-11-28,6,0,0.0,4,1,2,一般发展用户
142532,24,13.0,9.0,2.0,0.0,2017-12-03,2017-11-25,7,0,0.0,4,1,3,一般发展用户
142537,233,213.0,0.0,18.0,2.0,2017-12-03,2017-11-25,9,0,2.0,4,3,5,重要发展用户
142539,195,176.0,0.0,16.0,3.0,2017-12-03,2017-11-25,9,0,3.0,4,4,5,核心高价值用户
142540,159,156.0,1.0,2.0,0.0,2017-12-03,2017-11-25,9,0,0.0,4,1,5,高活跃低转化用户
142552,9,9.0,0.0,0.0,0.0,2017-12-03,2017-11-29,5,0,0.0,4,1,1,一般发展用户
142557,34,21.0,12.0,1.0,0.0,2017-12-03,2017-11-28,5,0,0.0,4,1,1,一般发展用户
142559,286,272.0,0.0,13.0,1.0,2017-12-03,2017-11-25,9,0,1.0,4,2,5,高活跃低转化用户
142562,96,84.0,11.0,0.0,1.0,2017-12-03,2017-11-25,8,0,1.0,4,2,3,一般发展用户
142573,6,0.0,1.0,5.0,0.0,2017-12-03,2017-11-28,3,0,0.0,4,1,1,一般发展用户
142575,43,41.0,2.0,0.0,0.0,2017-12-03,2017-11-25,6,0,0.0,4,1,2,一般发展用户
142576,261,236.0,0.0,22.0,3.0,2017-12-03,2017-11-25,9,0,3.0,4,4,5,核心高价值用户
142579,117,105.0,2.0,9.0,1.0,2017-12-03,2017-11-25,9,0,1.0,4,2,5,高活跃低转化用户
142581,43,39.0,4.0,0.0,0.0,2017-12-03,2017-11-25,6,0,0.0,4,1,2,一般发展用户
142587,55,49.0,0.0,6.0,0.0,2017-12-03,2017-11-25,7,0,0.0,4,1,3,一般发展用户
142595,96,92.0,1.0,2.0,1.0,2017-12-03,2017-11-25,8,0,1.0,4,2,3,一般发展用户
142598,95,87.0,3.0,4.0,1.0,2017-12-03,2017-11-25,6,0,1.0,4,2,2,一般发展用户
142601,72,58.0,0.0,13.0,1.0,2017-12-03,2017-11-25,7,0,1.0,4,2,3,一般发展用户
142612,34,34.0,0.0,0.0,0.0,2017-12-03,2017-11-25,5,0,0.0,4,1,1,一般发展用户
142615,91,85.0,0.0,4.0,2.0,2017-12-03,2017-11-25,7,0,2.0,4,3,3,重要发展用户
142625,211,198.0,1.0,8.0,4.0,2017-12-03,2017-11-25,9,0,4.0,4,5,5,核心高价值用户
142629,23,16.0,0.0,3.0,4.0,2017-12-03,2017-11-25,5,0,4.0,4,5,1,一般发展用户
142649,20,17.0,0.0,3.0,0.0,2017-12-03,2017-11-26,5,0,0.0,4,1,1,一般发展用户
142660,187,161.0,4.0,21.0,1.0,2017-12-03,2017-11-25,9,0,1.0,4,2,5,高活跃低转化用户
142664,101,89.0,0.0,8.0,4.0,2017-12-03,2017-11-26,7,0,4.0,4,5,3,重要发展用户
142669,212,167.0,20.0,19.0,6.0,2017-12-03,2017-11-25,8,0,6.0,4,5,3,重要发展用户
142682,152,129.0,1.0,20.0,2.0,2017-12-03,2017-11-25,9,0,2.0,4,3,5,重要发展用户
142697,160,138.0,0.0,22.0,0.0,2017-12-03,2017-11-28,6,0,0.0,4,1,2,一般发展用户
142698,156,153.0,0.0,3.0,0.0,2017-12-03,2017-11-25,6,0,0.0,4,1,2,一般发展用户
142699,22,0.0,0.0,17.0,5.0,2017-12-03,2017-11-25,8,0,5.0,4,5,3,重要发展用户
142701,13,9.0,0.0,4.0,0.0,2017-12-03,2017-11-25,6,0,0.0,4,1,2,一般发展用户
142704,172,153.0,13.0,1.0,5.0,2017-12-03,2017-11-25,9,0,5.0,4,5,5,核心高价值用户
142706,35,34.0,0.0,1.0,0.0,2017-12-03,2017-11-25,7,0,0.0,4,1,3,一般发展用户
142712,283,261.0,0.0,22.0,0.0,2017-12-03,2017-11-25,7,0,0.0,4,1,3,一般发展用户
142719,110,102.0,6.0,0.0,2.0,2017-12-03,2017-11-25,9,0,2.0,4,3,5,重要发展用户
142733,81,74.0,2.0,5.0,0.0,2017-12-03,2017-11-25,7,0,0.0,4,1,3,一般发展用户
142734,174,154.0,17.0,3.0,0.0,2017-12-03,2017-11-25,9,0,0.0,4,1,5,高活跃低转化用户
142752,124,122.0,1.0,0.0,1.0,2017-12-03,2017-11-26,7,0,1.0,4,2,3,一般发展用户
142757,52,46.0,0.0,5.0,1.0,2017-12-03,2017-11-25,4,0,1.0,4,2,1,一般发展用户
142761,206,195.0,0.0,11.0,0.0,2017-12-03,2017-11-25,9,0,0.0,4,1,5,高活跃低转化用户
142764,52,44.0,0.0,4.0,4.0,2017-12-03,2017-11-29,5,0,4.0,4,5,1,一般发展用户
142766,14,14.0,0.0,0.0,0.0,2017-12-03,2017-11-30,4,0,0.0,4,1,1,一般发展用户
142769,310,214.0,85.0,7.0,4.0,2017-12-03,2017-11-25,9,0,4.0,4,5,5,核心高价值用户
142779,61,52.0,0.0,8.0,1.0,2017-12-03,2017-11-26,6,0,1.0,4,2,2,一般发展用户
142782,89,78.0,3.0,8.0,0.0,2017-12-03,2017-11-25,8,0,0.0,4,1,3,一般发展用户
142784,131,122.0,0.0,7.0,2.0,2017-12-03,2017-11-25,7,0,2.0,4,3,3,重要发展用户
142791,13,13.0,0.0,0.0,0.0,2017-12-03,2017-11-25,4,0,0.0,4,1,1,一般发展用户
142796,25,21.0,0.0,2.0,2.0,2017-12-03,2017-11-25,5,0,2.0,4,3,1,一般发展用户
142803,70,57.0,0.0,10.0,3.0,2017-12-03,2017-11-25,8,0,3.0,4,4,3,重要发展用户
142816,36,0.0,14.0,17.0,5.0,2017-12-03,2017-11-26,6,0,5.0,4,5,2,一般发展用户
142826,21,20.0,0.0,0.0,1.0,2017-12-03,2017-11-28,4,0,1.0,4,2,1,一般发展用户
142833,49,46.0,0.0,3.0,0.0,2017-12-03,2017-11-25,7,0,0.0,4,1,3,一般发展用户
142834,161,154.0,5.0,0.0,2.0,2017-12-03,2017-11-25,9,0,2.0,4,3,5,重要发展用户
142842,102,89.0,10.0,1.0,2.0,2017-12-03,2017-11-25,8,0,2.0,4,3,3,重要发展用户
142844,54,38.0,0.0,14.0,2.0,2017-12-03,2017-11-25,6,0,2.0,4,3,2,一般发展用户
142849,29,21.0,2.0,5.0,1.0,2017-12-03,2017-11-26,6,0,1.0,4,2,2,一般发展用户
142860,37,28.0,0.0,9.0,0.0,2017-12-03,2017-11-25,5,0,0.0,4,1,1,一般发展用户
142862,96,78.0,0.0,16.0,2.0,2017-12-03,2017-11-25,7,0,2.0,4,3,3,重要发展用户
142864,41,35.0,5.0,0.0,1.0,2017-12-03,2017-11-25,6,0,1.0,4,2,2,一般发展用户
142872,97,92.0,0.0,0.0,5.0,2017-12-03,2017-11-25,6,0,5.0,4,5,2,一般发展用户
142881,22,7.0,10.0,0.0,5.0,2017-12-03,2017-11-27,7,0,5.0,4,5,3,重要发展用户
142891,152,134.0,0.0,18.0,0.0,2017-12-03,2017-11-25,8,0,0.0,4,1,3,一般发展用户
142892,271,265.0,0.0,6.0,0.0,2017-12-03,2017-11-25,8,0,0.0,4,1,3,一般发展用户
142896,66,60.0,1.0,4.0,1.0,2017-12-03,2017-11-25,8,0,1.0,4,2,3,一般发展用户
142901,106,99.0,1.0,6.0,0.0,2017-12-03,2017-11-25,7,0,0.0,4,1,3,一般发展用户
142903,40,38.0,2.0,0.0,0.0,2017-12-03,2017-11-25,6,0,0.0,4,1,2,一般发展用户
142910,90,83.0,6.0,0.0,1.0,2017-12-03,2017-11-26,7,0,1.0,4,2,3,一般发展用户
142911,82,79.0,0.0,0.0,3.0,2017-12-03,2017-11-25,8,0,3.0,4,4,3,重要发展用户
142922,164,129.0,0.0,13.0,22.0,2017-12-03,2017-11-25,7,0,22.0,4,5,3,重要发展用户
142937,72,58.0,7.0,6.0,1.0,2017-12-03,2017-11-25,8,0,1.0,4,2,3,一般发展用户
142938,167,123.0,1.0,33.0,10.0,2017-12-03,2017-11-25,9,0,10.0,4,5,5,核心高价值用户
142940,34,27.0,5.0,0.0,2.0,2017-12-02,2017-11-25,5,1,2.0,1,3,1,一般发展用户
142943,80,57.0,21.0,2.0,0.0,2017-12-03,2017-11-25,6,0,0.0,4,1,2,一般发展用户
142946,79,76.0,0.0,1.0,2.0,2017-12-03,2017-11-26,8,0,2.0,4,3,3,重要发展用户
142949,47,43.0,1.0,0.0,3.0,2017-12-03,2017-11-25,4,0,3.0,4,4,1,一般发展用户
142956,91,88.0,0.0,3.0,0.0,2017-12-03,2017-11-25,9,0,0.0,4,1,5,高活跃低转化用户
142964,97,82.0,3.0,6.0,6.0,2017-12-03,2017-11-25,9,0,6.0,4,5,5,核心高价值用户
142966,6,6.0,0.0,0.0,0.0,2017-12-03,2017-11-28,3,0,0.0,4,1,1,一般发展用户
142967,318,280.0,0.0,37.0,1.0,2017-12-03,2017-11-25,9,0,1.0,4,2,5,高活跃低转化用户
142969,31,31.0,0.0,0.0,0.0,2017-12-03,2017-11-25,8,0,0.0,4,1,3,一般发展用户
142973,37,35.0,0.0,0.0,2.0,2017-12-03,2017-11-25,8,0,2.0,4,3,3,重要发展用户
142979,38,34.0,0.0,4.0,0.0,2017-12-03,2017-11-27,5,0,0.0,4,1,1,一般发展用户
142981,105,102.0,1.0,0.0,2.0,2017-12-03,2017-11-25,9,0,2.0,4,3,5,重要发展用户
142992,53,47.0,4.0,0.0,2.0,2017-12-03,2017-11-26,7,0,2.0,4,3,3,重要发展用户
142994,125,124.0,0.0,0.0,1.0,2017-12-03,2017-11-25,8,0,1.0,4,2,3,一般发展用户
143006,31,25.0,3.0,1.0,2.0,2017-12-03,2017-11-26,6,0,2.0,4,3,2,一般发展用户
143011,68,64.0,0.0,3.0,1.0,2017-12-03,2017-11-26,7,0,1.0,4,2,3,一般发展用户
143014,95,86.0,5.0,2.0,2.0,2017-12-03,2017-11-25,8,0,2.0,4,3,3,重要发展用户
143017,67,43.0,0.0,16.0,8.0,2017-12-03,2017-11-25,9,0,8.0,4,5,5,核心高价值用户
143024,7,7.0,0.0,0.0,0.0,2017-12-03,2017-11-28,4,0,0.0,4,1,1,一般发展用户
143026,89,86.0,0.0,3.0,0.0,2017-12-03,2017-11-25,9,0,0.0,4,1,5,高活跃低转化用户
143030,8,8.0,0.0,0.0,0.0,2017-12-03,2017-11-27,4,0,0.0,4,1,1,一般发展用户
143031,60,58.0,0.0,0.0,2.0,2017-12-03,2017-11-25,6,0,2.0,4,3,2,一般发展用户
143032,214,204.0,0.0,7.0,3.0,2017-12-03,2017-11-25,9,0,3.0,4,4,5,核心高价值用户
143036,33,25.0,0.0,6.0,2.0,2017-12-03,2017-11-29,5,0,2.0,4,3,1,一般发展用户
143039,18,11.0,0.0,0.0,7.0,2017-12-03,2017-11-25,8,0,7.0,4,5,3,重要发展用户
143050,94,83.0,0.0,9.0,2.0,2017-12-03,2017-11-25,8,0,2.0,4,3,3,重要发展用户
143052,63,53.0,3.0,6.0,1.0,2017-12-03,2017-11-25,8,0,1.0,4,2,3,一般发展用户
143055,44,41.0,2.0,0.0,1.0,2017-12-03,2017-11-25,9,0,1.0,4,2,5,高活跃低转化用户
143057,109,96.0,3.0,3.0,7.0,2017-12-03,2017-11-25,9,0,7.0,4,5,5,核心高价值用户
143060,37,23.0,1.0,9.0,4.0,2017-12-03,2017-11-25,6,0,4.0,4,5,2,一般发展用户
143065,59,36.0,0.0,18.0,5.0,2017-12-03,2017-11-25,6,0,5.0,4,5,2,一般发展用户
143084,188,139.0,25.0,21.0,3.0,2017-12-03,2017-11-25,8,0,3.0,4,4,3,重要发展用户
143087,163,139.0,0.0,24.0,0.0,2017-12-03,2017-11-26,6,0,0.0,4,1,2,一般发展用户
143094,55,47.0,0.0,8.0,0.0,2017-12-03,2017-11-25,7,0,0.0,4,1,3,一般发展用户
143102,60,39.0,0.0,19.0,2.0,2017-12-03,2017-11-25,7,0,2.0,4,3,3,重要发展用户
143109,43,40.0,1.0,0.0,2.0,2017-12-03,2017-11-26,8,0,2.0,4,3,3,重要发展用户
143116,81,76.0,0.0,3.0,2.0,2017-12-03,2017-11-25,9,0,2.0,4,3,5,重要发展用户
143120,170,126.0,25.0,17.0,2.0,2017-12-03,2017-11-25,9,0,2.0,4,3,5,重要发展用户
143123,70,56.0,2.0,9.0,3.0,2017-12-03,2017-11-26,7,0,3.0,4,4,3,重要发展用户
143125,282,271.0,9.0,0.0,2.0,2017-12-03,2017-11-25,9,0,2.0,4,3,5,重要发展用户
143126,202,163.0,3.0,30.0,6.0,2017-12-03,2017-11-25,9,0,6.0,4,5,5,核心高价值用户
143145,125,114.0,0.0,7.0,4.0,2017-12-03,2017-11-25,9,0,4.0,4,5,5,核心高价值用户
143146,204,187.0,1.0,9.0,7.0,2017-12-03,2017-11-27,6,0,7.0,4,5,2,一般发展用户
143147,68,55.0,0.0,10.0,3.0,2017-12-03,2017-11-29,5,0,3.0,4,4,1,一般发展用户
143150,118,96.0,0.0,19.0,3.0,2017-12-03,2017-11-25,8,0,3.0,4,4,3,重要发展用户
143153,61,60.0,1.0,0.0,0.0,2017-12-03,2017-11-29,5,0,0.0,4,1,1,一般发展用户
143162,98,94.0,3.0,1.0,0.0,2017-12-03,2017-11-25,9,0,0.0,4,1,5,高活跃低转化用户
143166,94,82.0,9.0,0.0,3.0,2017-12-03,2017-11-25,7,0,3.0,4,4,3,重要发展用户
143168,154,148.0,0.0,6.0,0.0,2017-12-03,2017-11-25,9,0,0.0,4,1,5,高活跃低转化用户
143169,115,100.0,0.0,13.0,2.0,2017-12-03,2017-11-25,8,0,2.0,4,3,3,重要发展用户
143171,66,65.0,0.0,0.0,1.0,2017-12-03,2017-11-25,8,0,1.0,4,2,3,一般发展用户
143178,48,43.0,0.0,5.0,0.0,2017-12-03,2017-11-26,7,0,0.0,4,1,3,一般发展用户
143188,22,15.0,1.0,4.0,2.0,2017-12-03,2017-11-26,5,0,2.0,4,3,1,一般发展用户
143191,43,41.0,0.0,2.0,0.0,2017-12-03,2017-11-26,4,0,0.0,4,1,1,一般发展用户
143194,20,17.0,0.0,0.0,3.0,2017-12-02,2017-11-25,4,1,3.0,1,4,1,重要召回用户
143196,9,4.0,0.0,3.0,2.0,2017-12-03,2017-11-25,6,0,2.0,4,3,2,一般发展用户
143205,55,54.0,0.0,0.0,1.0,2017-12-03,2017-11-26,6,0,1.0,4,2,2,一般发展用户
143206,28,22.0,0.0,5.0,1.0,2017-12-03,2017-11-25,7,0,1.0,4,2,3,一般发展用户
143211,84,59.0,1.0,10.0,14.0,2017-12-03,2017-11-25,7,0,14.0,4,5,3,重要发展用户
143213,266,243.0,0.0,21.0,2.0,2017-12-03,2017-11-25,9,0,2.0,4,3,5,重要发展用户
143214,163,158.0,0.0,3.0,2.0,2017-12-03,2017-11-25,9,0,2.0,4,3,5,重要发展用户
143216,164,138.0,1.0,20.0,5.0,2017-12-03,2017-11-25,9,0,5.0,4,5,5,核心高价值用户
143219,43,34.0,0.0,6.0,3.0,2017-12-03,2017-11-25,7,0,3.0,4,4,3,重要发展用户
143223,109,104.0,5.0,0.0,0.0,2017-12-03,2017-11-25,8,0,0.0,4,1,3,一般发展用户
143224,201,192.0,6.0,2.0,1.0,2017-12-02,2017-11-25,8,1,1.0,1,2,3,一般发展用户
143226,28,23.0,4.0,0.0,1.0,2017-12-03,2017-11-25,5,0,1.0,4,2,1,一般发展用户
143229,29,27.0,1.0,1.0,0.0,2017-12-03,2017-11-25,9,0,0.0,4,1,5,高活跃低转化用户
143230,69,58.0,2.0,9.0,0.0,2017-12-03,2017-11-25,4,0,0.0,4,1,1,一般发展用户
